专业, 专业大类, 有该专业的学校数量, 物理, 化学, 生物, 历史, 地理, 政治, 技术, 没有学科要求的学校数量
酒店管理(万豪国际实验班),酒店管理(万豪国际实验班),1,0,0,0,0,0,0,0,1
通信工程(通信学院),通信工程(通信学院),1,1,0,0,0,0,0,0,0
教育学,教育学,27,1,0,2,3,0,2,0,24
舞蹈编导(创意舞蹈),舞蹈编导(创意舞蹈),1,0,0,0,0,0,0,0,1
护理学(助产士方向),护理学(助产士方向),1,1,1,1,0,0,0,0,0
预防医学(五年制),预防医学(五年制),3,3,3,1,0,0,0,0,0
园艺技术(都市园艺),园艺技术(都市园艺),1,0,0,0,0,0,0,0,1
侦查学,侦查学,7,0,0,0,0,0,7,0,0
机电一体化技术(中高职贯通),机电一体化技术(中高职贯通),1,0,0,0,0,0,0,0,1
视觉传达设计(广告设计方向),视觉传达设计(广告设计方向),1,0,0,0,0,0,0,0,1
汽车营销与服务(汽车定损与评估),汽车营销与服务(汽车定损与评估),1,0,0,0,0,0,0,0,1
房地产经营与管理,房地产经营与管理,18,3,0,1,3,2,0,1,14
国际贸易实务(跨境电子商务方向),国际贸易实务(跨境电子商务方向),1,0,0,0,0,0,0,0,1
表演(影视与话剧表演),表演(影视与话剧表演),1,0,0,0,0,0,0,0,1
木材科学与工程(室内与家具设计),木材科学与工程(室内与家具设计),1,1,1,1,0,0,0,0,0
土地资源管理(土地规划与地价评估方向),土地资源管理(土地规划与地价评估方向),1,0,0,0,0,0,0,0,1
物理学(公费师范生),物理学(公费师范生),1,1,0,0,0,0,0,0,0
思想政治教育,思想政治教育,55,0,0,0,0,0,52,0,3
书法学(师范),书法学(师范),1,0,0,0,0,0,0,0,1
法学(国际法),法学(国际法),1,0,0,0,0,0,0,0,1
国际商务(中澳合作),经济贸易类(中外合作办学),3,0,0,0,0,0,0,0,3
会计学(ACCA方向),会计学(ACCA方向),3,1,0,0,0,0,0,0,2
广告学(品牌传播),广告学(品牌传播),1,0,0,0,0,0,0,0,1
软件技术(移动应用软件开发),软件技术(移动应用软件开发),1,0,0,0,0,0,0,0,1
市场营销(品牌管理方向),工商管理类,1,0,0,0,0,0,0,0,1
国际商务(国际旅游商务管理方向),国际商务(国际旅游商务管理方向),1,0,0,0,0,0,0,0,1
音乐表演(流行音乐),音乐表演(流行音乐),2,0,0,0,0,0,0,0,2
森林生态旅游(高星级酒店经营方向),森林生态旅游(高星级酒店经营方向),1,0,0,0,0,0,0,0,1
化学工程与工艺(中外合作办学专业、德国克劳斯塔尔工业大学),化学工程与工艺(中外合作办学专业、德国克劳斯塔尔工业大学),1,1,1,0,0,0,0,0,0
管理科学,管理科学,19,19,1,0,1,0,0,0,0
汽车改装技术,汽车改装技术,1,0,0,0,0,0,0,0,1
运筹与任务规划,运筹与任务规划,5,5,0,0,0,0,0,0,0
英语(可向翻译专业分流),英语(可向翻译专业分流),1,0,0,0,0,0,0,0,1
国际贸易实务(东南亚),国际贸易实务(东南亚),1,0,0,0,0,0,0,0,1
休闲体育(（亲水运动方向）),休闲体育(（亲水运动方向）),1,0,0,0,0,0,0,0,1
口腔医学(八年),口腔医学(八年),1,1,1,0,0,0,0,0,0
旅游英语(国际旅游方向),旅游英语(国际旅游方向),1,0,0,0,0,0,0,0,1
学前教育(师范),学前教育(师范),17,0,0,0,0,0,0,0,17
武器发射工程,武器发射工程,11,11,0,0,0,0,0,0,0
数字媒体艺术设计(动漫制作),数字媒体艺术设计(动漫制作),1,0,0,0,0,0,0,0,1
工商企业管理(双语实验班),工商企业管理(双语实验班),1,0,0,0,0,0,0,0,1
法学(国际经济法方向),法学(国际经济法方向),1,0,0,0,0,0,0,0,1
计算机应用技术(VR虚拟现实方向),计算机应用技术(VR虚拟现实方向),1,0,0,0,0,0,0,0,1
护理(涉外护理方向),护理(涉外护理方向),2,0,0,0,0,0,0,0,2
舞蹈表演(啦啦操),舞蹈表演(啦啦操),1,0,0,0,0,0,0,0,1
环境科学(环境管理),环境科学与工程类,1,1,1,0,0,0,0,0,0
船舶与海洋工程,船舶与海洋工程,29,29,1,0,0,0,0,0,0
公共事务管理(城市管理与监察),公共事务管理(城市管理与监察),1,0,0,0,0,0,0,0,1
针灸推拿,针灸推拿,9,3,4,3,1,0,0,1,5
生物制药,生物制药,29,25,29,23,0,0,0,0,0
音乐表演(民乐演奏),音乐表演(民乐演奏),1,0,0,0,0,0,0,0,1
预防医学(七年制),预防医学(七年制),1,1,1,0,0,0,0,0,0
信息管理与信息系统,信息管理与信息系统,234,226,4,1,0,0,0,4,8
英语(师范类),英语(师范类),1,0,0,0,0,0,0,0,1
音乐表演(乐器演奏),音乐表演(乐器演奏),2,0,0,0,0,0,0,0,2
会计学(全英文教学),工商管理类(中美121双学位班，可接轨ACCA国际注会),1,0,0,0,0,0,0,0,1
计算机科学与技术(大数据技术方向),计算机科学与技术(大数据技术方向),1,1,0,0,0,0,0,0,0
软件技术(java软件开发),软件技术(java软件开发),1,0,0,0,0,0,0,0,1
运动训练,运动训练,36,1,0,1,0,0,3,0,33
场站管理工程,场站管理工程,1,1,0,0,0,0,0,0,0
行政执行,行政执行,2,0,1,1,0,0,1,0,1
表演(服装表演与形象设计),表演(服装表演与形象设计),1,0,0,0,0,0,0,0,1
录音艺术,录音艺术,18,1,0,0,0,0,0,0,17
文化产业管理,工商管理类,61,0,0,0,4,1,2,0,57
印度尼西亚语,印度尼西亚语,7,0,0,0,1,1,1,0,6
斯瓦希里语,斯瓦希里语,1,0,0,0,0,0,0,0,1
物联网工程(HOPU智能信息特色班),物联网工程(HOPU智能信息特色班),1,1,0,0,0,0,0,0,0
信息安全与管理,信息安全与管理,26,3,0,0,0,1,0,2,23
水质科学与技术,环境科学与工程类,1,1,1,1,0,0,0,0,0
美术学(含国家人才培养基地),美术学(含国家人才培养基地),1,0,0,0,0,0,0,0,1
船舶电子电气技术,船舶电子电气技术,4,2,0,0,0,2,0,2,2
国际商务(工商管理),经济贸易类(中外合作办学),1,0,0,0,0,0,0,0,1
酒店管理(中澳合作),旅游类(中外合作办学),2,0,0,0,0,0,0,0,2
音乐学(音乐理论),音乐学(音乐理论),1,0,0,0,0,0,0,0,1
音乐表演(现代键盘),音乐表演(现代键盘),1,0,0,0,0,0,0,0,1
机电一体化技术,机电一体化技术,176,34,17,2,0,2,2,21,140
农业生物技术,农业生物技术,2,0,0,0,0,0,0,0,2
地理信息科学(含省支柱产业人才培养计划),地理信息科学(含省支柱产业人才培养计划),1,1,1,0,0,1,0,0,0
铁道通信与信息化技术(铁道信息化),铁道通信与信息化技术(铁道信息化),1,0,0,0,0,0,0,0,1
财务会计教育,财务会计教育,1,0,0,0,0,0,0,0,1
计算机科学与技术(数据工程方向),计算机科学与技术(数据工程方向),1,1,0,0,0,0,0,0,0
金融学(中美合作办学),金融学类(中外合作办学),1,0,0,0,0,0,0,0,1
高分子材料与工程(含化工方向),理科试验班(化生类),1,1,1,0,0,0,0,0,0
表演(服装表演与设计),表演(服装表演与设计),1,0,0,0,0,0,0,0,1
建筑智能化工程技术(智能家居),建筑智能化工程技术(智能家居),1,1,0,0,0,0,0,0,0
电子商务(仅招收高水平运动队),电子商务(仅招收高水平运动队),1,1,0,0,0,1,1,0,0
经济学(服务经济方向),经济学类,1,0,0,0,0,0,0,0,1
数学与应用数学(基地),数学类,1,1,0,0,0,0,0,0,0
软件技术(软件测试技术),软件技术(软件测试技术),1,0,0,0,0,0,0,0,1
快递运营管理,快递运营管理,4,0,0,1,0,1,0,1,3
车辆工程(五年制),车辆工程(五年制),1,1,0,0,0,0,0,0,0
声学,理科试验班(数理科学类),3,3,0,0,0,0,0,0,0
音乐表演(电贝司),音乐表演(电贝司),1,0,0,0,0,0,0,0,1
图文信息处理,图文信息处理,1,0,0,0,0,0,0,0,1
广播电视学,广播电视学,75,1,0,0,4,2,3,0,71
动物防疫与检疫,动物防疫与检疫,5,1,1,1,0,0,0,0,4
消防工程技术,消防工程技术,4,2,2,0,0,0,0,2,2
教育技术学(公费师范),教育技术学(公费师范),1,1,1,1,0,0,0,0,0
计算机科学与技术(备注：服务外包人才培养专业),计算机科学与技术(备注：服务外包人才培养专业),1,1,0,0,0,0,0,0,0
听力与言语康复学,听力与言语康复学,2,2,0,2,0,0,0,2,0
制药工程,制药工程,120,99,118,86,0,0,0,4,0
法学(法学人才培养模式改革实验班),法学(法学人才培养模式改革实验班),1,0,0,0,0,0,0,0,1
法学(法务会计),法学类,2,0,0,0,0,0,0,0,2
技术侦查学,技术侦查学,1,0,0,0,0,0,1,0,0
非织造材料与工程,非织造材料与工程,6,5,6,0,0,0,0,2,0
中医学(卓越针推班),中医学(卓越针推班),1,1,1,1,0,0,0,0,0
药学(六年制),药学(六年制),1,0,1,1,0,0,0,0,0
护理学(涉外英语班),护理学类,1,0,0,0,0,0,0,0,1
舞台艺术设计与制作(中日合作),表演艺术类(中外合作办学),1,0,0,0,0,0,0,0,1
计算机科学与技术(全英创新班),计算机科学与技术(全英创新班),1,1,0,0,0,0,0,0,0
市场营销(国际班),市场营销(国际班),1,0,0,0,0,0,0,0,1
艺术设计(环境设计、视觉传达),艺术设计(环境设计、视觉传达),1,0,0,0,0,0,0,0,1
戏剧影视导演(戏曲影视导演),戏剧影视导演(戏曲影视导演),1,0,0,0,0,0,0,0,1
哲学(科技哲学与逻辑学方向),哲学类,1,0,0,0,0,0,0,0,1
能源与动力工程(流体机械及其自动控制),能源与动力工程(流体机械及其自动控制),2,2,2,0,0,0,0,0,0
临床医学(本博连读口腔方向八年制),临床医学(本博连读口腔方向八年制),1,1,1,0,0,0,0,0,0
分子科学与工程(天南大合办),分子科学与工程(天南大合办),1,0,1,0,0,0,0,0,0
工业设计(家具设计),工业设计(家具设计),1,1,0,0,0,0,0,0,0
材料工程技术,材料工程技术,8,1,5,2,0,0,2,1,3
保险(人伤理赔),保险(人伤理赔),1,0,0,0,0,0,0,0,1
计算机应用技术(网站开发方向),计算机类,1,1,0,0,1,0,0,1,0
工商管理(工商管理精英班),经济管理试验班,1,1,0,0,0,0,0,0,0
音乐表演(学前音乐指导),音乐表演(学前音乐指导),1,0,0,0,0,0,0,0,1
探测制导与控制技术,探测制导与控制技术,18,18,0,0,0,0,0,0,0
语文教育,语文教育,16,0,0,0,2,1,1,0,14
古典文献学,历史学类,4,0,0,0,2,2,0,0,2
资源勘查工程,资源勘查工程,19,18,16,0,0,0,0,1,0
社会学,文科试验班类,40,0,0,0,3,0,3,0,36
录音艺术(多媒体艺术设计),戏剧与影视学类(中外合作办学),1,0,0,0,0,0,0,0,1
经济信息管理,经济信息管理,6,0,0,2,2,0,1,1,4
英语(与国经贸专业复合班),英语(与国经贸专业复合班),1,0,0,0,0,0,0,0,1
电子科学与技术(类),电子科学与技术(类),1,1,0,0,0,0,0,0,0
大气科学技术,大气科学技术,1,0,0,0,0,0,0,0,1
计算机科学与技术,计算机科学与技术,504,504,3,0,0,0,0,4,0
康复治疗技术(老年和残疾人康复方向),康复治疗技术(老年和残疾人康复方向),1,0,0,0,0,0,0,0,1
通信工程(中兴通讯特色班),通信工程(中兴通讯特色班),1,1,0,0,0,0,0,0,0
护理(高本贯通),护理(高本贯通),1,0,0,0,0,0,0,0,1
食品科学与工程(烟草工程),食品科学与工程(烟草工程),1,0,1,0,0,0,0,0,0
生态学,生物科学类,30,26,29,24,0,0,0,0,0
绘画(含中国画,美术学类,1,0,0,0,0,0,0,0,1
水声工程,水声工程,6,6,0,0,0,0,0,0,0
服装与服饰设计(时装设计与制版),服装与服饰设计(时装设计与制版),1,0,0,0,0,0,0,0,1
秘书学,秘书学,37,0,0,0,7,6,8,0,29
呼吸治疗技术,呼吸治疗技术,1,0,0,0,0,0,0,0,1
建筑经济管理(建设会计与审计),建筑经济管理(建设会计与审计),1,1,0,0,1,0,0,1,0
工艺美术,工艺美术,32,0,0,0,0,0,0,0,32
新闻学(体育文化传媒方向),新闻学(体育文化传媒方向),1,0,0,0,0,0,0,0,1
森林保护,林学类,7,6,7,7,0,0,0,0,0
幼儿发展与健康管理,幼儿发展与健康管理,22,0,0,1,1,0,0,1,21
朝鲜语(韩国语),朝鲜语(韩国语),2,0,0,0,0,0,0,0,2
复合材料成型工程,复合材料成型工程,1,1,0,0,0,0,0,0,0
法学(航空法),法学(航空法),1,0,0,0,0,0,0,0,1
数字媒体艺术设计(移动互联网设计),艺术设计类,1,0,0,0,0,0,0,0,1
机械电子工程(德泰学苑试点班),机械电子工程(德泰学苑试点班),1,1,0,0,0,0,0,0,0
水利水电工程管理,水利水电工程管理,3,2,1,0,0,1,0,1,1
汉语言文学(厦门大学马来西亚分校招生专业),汉语言文学(厦门大学马来西亚分校招生专业),1,0,0,0,1,0,0,0,0
纺织工程,纺织工程,27,26,27,0,0,0,0,7,0
艺术设计(少儿美术),艺术设计(少儿美术),1,0,0,0,0,0,0,0,1
历史学(师范类),历史学(师范类),2,0,0,0,2,2,0,0,0
信息与计算科学(经济计量),数学类,1,1,0,0,0,0,0,0,0
国民经济管理,经济学类,8,0,0,0,0,0,0,0,8
绘画(水彩画),绘画(水彩画),1,0,0,0,0,0,0,0,1
光电信息科学与工程(光电信息),光电信息科学与工程(光电信息),1,1,0,0,0,0,0,0,0
植物保护与检疫技术,植物保护与检疫技术,3,0,0,0,0,0,0,0,3
电子信息类(中外合作办学)(交大密西根学院),工科试验班类,1,1,0,0,0,0,0,0,0
地质调查与矿产普查,地质调查与矿产普查,2,0,0,0,0,0,0,0,2
新闻学(含国际新闻传播,文科试验班类(人文与社会),1,0,0,0,0,0,0,0,1
国土测绘与规划,国土测绘与规划,2,0,0,0,0,0,0,0,2
烹调工艺与营养(中餐烹调),烹调工艺与营养(中餐烹调),1,0,0,0,0,0,0,0,1
社区管理与服务(健康管理与服务),社区管理与服务(健康管理与服务),1,0,0,0,0,0,0,0,1
英语(非师范),英语(非师范),1,0,0,0,0,0,0,0,1
海洋药学,海洋药学,4,3,4,2,0,0,0,0,0
工业机器人技术,工业机器人技术,85,12,4,1,0,1,2,7,71
中医学(5+3一体化，本硕连读),中医学(5+3一体化，本硕连读),1,1,1,1,0,0,0,0,0
知识产权(卓越人才实验班),知识产权(卓越人才实验班),1,0,0,0,0,0,0,0,1
英语(英德双语),英语(英德双语),2,0,0,0,0,0,0,0,2
机械工程(数控技术方向),机械工程(数控技术方向),1,1,0,0,0,0,0,0,0
贸易经济,贸易经济,17,2,0,0,1,0,0,0,15
工商管理(食品经济管理),工商管理(食品经济管理),1,0,0,0,0,0,0,0,1
信息管理与信息系统(嵌入式培养),信息管理与信息系统(嵌入式培养),1,1,0,0,0,0,0,0,0
工商管理(中加学分互认),工商管理(中加学分互认),1,0,0,0,0,0,0,0,1
心理学(含国际事务与全球治理),文科试验班类(人文与社会),1,0,0,0,0,0,0,0,1
软件工程(中软国际特色班),软件工程(中软国际特色班),1,1,0,0,0,0,0,0,0
动物药学,动物药学,8,3,6,6,0,0,0,0,2
汉语言文学(基地),中国语言文学类,1,0,0,0,0,0,0,0,1
电子信息科学与技术(与美国迈阿密大学合作办学),电子信息类(中外合作办学),1,1,0,0,0,0,0,0,0
自动化(与美国迈阿密大学合作办学),自动化类(中外合作办学),1,1,0,0,0,0,0,0,0
信息管理与信息系统(金融信息管理方向),信息管理与信息系统(金融信息管理方向),1,1,0,0,0,0,0,0,0
装备经济管理,装备经济管理,2,1,0,0,1,0,0,0,1
艺术设计(广告与展示设计),艺术设计(广告与展示设计),1,0,0,0,0,0,0,0,1
中国画(壁画),中国画(壁画),1,0,0,0,0,0,0,0,1
机械工程(输电线路工程),机械类,1,1,0,0,0,0,0,0,0
艺术设计(数字广告设计),艺术设计类,1,0,0,0,0,0,0,0,1
美术学(视觉艺术策划),美术学(视觉艺术策划),1,0,0,0,0,0,0,0,1
表演(流行演唱),表演(流行演唱),1,0,0,0,0,0,0,0,1
动植物检疫(动物检疫方向),动植物检疫(动物检疫方向),1,0,1,1,0,0,0,0,0
新媒体技术,新媒体技术,1,1,0,0,0,0,0,0,0
机械类(中外合作办学),工科试验班(中外合作培养类),1,1,0,0,0,0,0,0,0
美术学(文化管理),美术学(文化管理),1,0,0,0,0,0,0,0,1
公共关系学,公共关系学,8,0,0,0,0,0,0,0,8
艺术设计(印刷美术设计),艺术设计(印刷美术设计),1,0,0,0,0,0,0,0,1
通信系统运行管理,通信系统运行管理,3,1,1,0,0,0,0,2,1
环境工程,环境科学与工程类,198,165,184,135,0,0,0,4,0
审计学,审计学,74,3,2,2,2,0,3,0,70
电子竞技运动与管理,电子竞技运动与管理,9,0,0,0,0,0,0,0,9
表演(舞台影视表演),表演(舞台影视表演),1,0,0,0,0,0,0,0,1
轮机工程(海上专业),轮机工程(海上专业),1,1,1,0,0,0,0,1,0
音乐表演(管乐),音乐表演(管乐),1,0,0,0,0,0,0,0,1
人物形象设计(中韩合作),艺术设计类(中外合作办学),1,0,0,0,0,0,0,0,1
飞机机电设备维修,飞机机电设备维修,14,4,1,0,0,1,0,2,10
法学(反恐怖主义),法学(反恐怖主义),1,0,0,0,0,0,0,0,1
产品设计(数字媒体方向),产品设计(数字媒体方向),1,0,0,0,0,0,0,0,1
公共艺术,设计学类,29,0,0,0,0,0,0,0,29
法学(卓越法律班),法学(卓越法律班),1,0,0,0,1,0,1,0,0
集装箱运输管理,集装箱运输管理,5,0,0,0,0,0,0,0,5
理化测试与质检技术(理化测试方向),理化测试与质检技术(理化测试方向),1,0,0,0,0,0,0,0,1
戏曲表演,戏曲表演,2,0,0,0,0,0,0,0,2
市场营销(连锁经营),市场营销(连锁经营),1,0,0,0,0,0,0,0,1
民族传统体育,民族传统体育,1,0,0,0,0,0,0,0,1
机械类(中外合作办学)(交大巴黎高科卓越工程师学院),工科试验班类,1,1,0,0,0,0,0,0,0
染整技术,染整技术,3,0,0,0,0,0,0,0,3
绘画(油画),美术学类,5,0,0,0,0,0,0,0,5
药品生产技术(中药制药),药品生产技术(中药制药),1,0,1,1,0,0,0,1,0
产品设计(服装设计方向),产品设计(服装设计方向),1,0,0,0,0,0,0,0,1
应用物理学(拔尖人才试点班),应用物理学(拔尖人才试点班),1,1,0,0,0,0,0,0,0
生物科学(基地班),生物科学类,4,3,4,4,0,0,0,0,0
工程机械运用技术,工程机械运用技术,7,2,0,0,0,0,0,0,5
动物科学(国家卓越农林人才计划),动物科学(国家卓越农林人才计划),1,1,1,1,0,0,0,0,0
人力资源管理(以学校公布分流专业为准),人力资源管理(以学校公布分流专业为准),1,0,0,0,0,0,0,0,1
机械设计制造及其自动化(卓越班),机械设计制造及其自动化(卓越班),1,1,0,0,0,0,0,0,0
英语(金融英语方向),英语(金融英语方向),1,0,0,0,0,0,0,0,1
应用外语(意大利语方向),应用外语(意大利语方向),1,0,0,0,0,0,0,0,1
会计(金融服务方向),会计(金融服务方向),1,0,0,0,0,0,0,0,1
汉语言文学(含对外教学、教育、写作方向),汉语言文学(含对外教学、教育、写作方向),1,0,0,0,0,0,0,0,1
林业技术,林业技术,3,0,0,1,1,1,0,0,2
交通运输(高速铁路客运组织与服务),交通运输类,1,1,1,0,0,0,0,0,0
环境科学(环境化学与环境生物方向),理科试验班类(化学与生命科学类),2,2,2,0,0,0,0,0,0
经济学(基地班),经济学(基地班),3,1,0,1,1,2,1,0,1
逻辑学,哲学类,1,0,0,0,0,0,0,0,1
染整技术(数码印染与营销),染整技术(数码印染与营销),1,0,1,0,0,0,1,1,0
书法学(书法与篆刻),书法学(书法与篆刻),1,0,0,0,0,0,0,0,1
戏剧影视美术设计(戏曲舞台设计),戏剧影视美术设计(戏曲舞台设计),2,0,0,0,0,0,0,0,2
地质学,地质学类,16,15,15,0,0,4,0,0,0
会计学(厦门大学马来西亚分校招生专业),会计学(厦门大学马来西亚分校招生专业),1,0,0,0,0,0,0,0,1
飞行器制造技术,飞行器制造技术,9,3,0,0,0,0,0,0,6
电子信息类(中外合作办学)(交大巴黎高科卓越工程师学院),工科试验班类,1,1,0,0,0,0,0,0,0
新能源汽车技术,新能源汽车技术,45,5,2,0,0,0,0,3,40
铁路物流管理,铁路物流管理,4,0,0,0,0,0,0,0,4
法学(刑事法律),法学类,1,0,0,0,0,0,0,0,1
卫生检验与检疫技术,卫生检验与检疫技术,5,2,4,4,0,0,0,2,1
摄影(摄影与数码艺术),摄影(摄影与数码艺术),1,0,0,0,0,0,0,0,1
理化测试与质检技术(无损检测方向),理化测试与质检技术(无损检测方向),1,0,0,0,0,0,0,0,1
制冷与空调技术,制冷与空调技术,8,2,0,0,0,0,0,0,6
化学(公费师范生),化学(公费师范生),1,1,1,0,0,0,0,0,0
